api_or_uri,category,label,kind,reachable,reached_from_entrypoint_class,reached_from_entrypoint_method,path_length,path,dfs_depth
androidx.core.telephony.TelephonyManagerCompat$Api26Impl-><init>,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat$Api26Impl,<init>,0,androidx.core.telephony.TelephonyManagerCompat$Api26Impl-><init>,0
androidx.core.telephony.TelephonyManagerCompat$Api26Impl->getImei,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,getImei,1,androidx.core.telephony.TelephonyManagerCompat->getImei -> androidx.core.telephony.TelephonyManagerCompat$Api26Impl->getImei,1
androidx.core.telephony.TelephonyManagerCompat$Api30Impl-><init>,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat$Api30Impl,<init>,0,androidx.core.telephony.TelephonyManagerCompat$Api30Impl-><init>,0
androidx.core.telephony.TelephonyManagerCompat$Api30Impl->getSubscriptionId,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,getImei,2,androidx.core.telephony.TelephonyManagerCompat->getImei -> androidx.core.telephony.TelephonyManagerCompat->getSubscriptionId -> androidx.core.telephony.TelephonyManagerCompat$Api30Impl->getSubscriptionId,2
androidx.core.telephony.TelephonyManagerCompat-><init>,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,<init>,0,androidx.core.telephony.TelephonyManagerCompat-><init>,0
androidx.core.telephony.TelephonyManagerCompat->getImei,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,getImei,0,androidx.core.telephony.TelephonyManagerCompat->getImei,0
androidx.core.telephony.TelephonyManagerCompat->getSubscriptionId,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,getImei,1,androidx.core.telephony.TelephonyManagerCompat->getImei -> androidx.core.telephony.TelephonyManagerCompat->getSubscriptionId,1
androidx.core.view.ContentInfoCompat$Builder->setLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0,onCommitContent,2,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0->onCommitContent -> androidx.core.view.inputmethod.InputConnectionCompat->lambda$createOnCommitContentListenerUsingPerformReceiveContent$0 -> androidx.core.view.ContentInfoCompat$Builder->setLinkUri,2
androidx.core.view.ContentInfoCompat$BuilderCompat->setLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0,onCommitContent,3,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0->onCommitContent -> androidx.core.view.inputmethod.InputConnectionCompat->lambda$createOnCommitContentListenerUsingPerformReceiveContent$0 -> androidx.core.view.ContentInfoCompat$Builder->setLinkUri -> androidx.core.view.ContentInfoCompat$BuilderCompat->setLinkUri,3
androidx.core.view.ContentInfoCompat$BuilderCompat31Impl->setLinkUri,URI,URI,API,Feasible,androidx.core.view.ContentInfoCompat$BuilderCompat31Impl,setLinkUri,0,androidx.core.view.ContentInfoCompat$BuilderCompat31Impl->setLinkUri,0
androidx.core.view.ContentInfoCompat$BuilderCompatImpl->setLinkUri,URI,URI,API,Feasible,androidx.core.view.ContentInfoCompat$BuilderCompatImpl,setLinkUri,0,androidx.core.view.ContentInfoCompat$BuilderCompatImpl->setLinkUri,0
androidx.core.view.ContentInfoCompat$Compat->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0,onCommitContent,5,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0->onCommitContent -> androidx.core.view.inputmethod.InputConnectionCompat->lambda$createOnCommitContentListenerUsingPerformReceiveContent$0 -> androidx.core.view.ContentInfoCompat$Builder-><init> -> androidx.core.view.ContentInfoCompat$BuilderCompatImpl-><init> -> androidx.core.view.ContentInfoCompat->getLinkUri -> androidx.core.view.ContentInfoCompat$Compat->getLinkUri,5
androidx.core.view.ContentInfoCompat$Compat31Impl->getLinkUri,URI,URI,API,Feasible,androidx.core.view.ContentInfoCompat$Compat31Impl,getLinkUri,0,androidx.core.view.ContentInfoCompat$Compat31Impl->getLinkUri,0
androidx.core.view.ContentInfoCompat$CompatImpl->getLinkUri,URI,URI,API,Feasible,androidx.core.view.ContentInfoCompat$CompatImpl,getLinkUri,0,androidx.core.view.ContentInfoCompat$CompatImpl->getLinkUri,0
androidx.core.view.ContentInfoCompat->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0,onCommitContent,4,androidx.core.view.inputmethod.InputConnectionCompat$$ExternalSyntheticLambda0->onCommitContent -> androidx.core.view.inputmethod.InputConnectionCompat->lambda$createOnCommitContentListenerUsingPerformReceiveContent$0 -> androidx.core.view.ContentInfoCompat$Builder-><init> -> androidx.core.view.ContentInfoCompat$BuilderCompatImpl-><init> -> androidx.core.view.ContentInfoCompat->getLinkUri,4
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatImpl->getContentUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat,commitContent,2,androidx.core.view.inputmethod.InputConnectionCompat->commitContent -> androidx.core.view.inputmethod.InputContentInfoCompat->getContentUri -> androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatImpl->getContentUri,2
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatImpl->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat,commitContent,2,androidx.core.view.inputmethod.InputConnectionCompat->commitContent -> androidx.core.view.inputmethod.InputContentInfoCompat->getLinkUri -> androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatImpl->getLinkUri,2
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl->getContentUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl,getContentUri,0,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl->getContentUri,0
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl,getLinkUri,0,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatApi25Impl->getLinkUri,0
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl->getContentUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl,getContentUri,0,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl->getContentUri,0
androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl,getLinkUri,0,androidx.core.view.inputmethod.InputContentInfoCompat$InputContentInfoCompatBaseImpl->getLinkUri,0
androidx.core.view.inputmethod.InputContentInfoCompat->getContentUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat,commitContent,1,androidx.core.view.inputmethod.InputConnectionCompat->commitContent -> androidx.core.view.inputmethod.InputContentInfoCompat->getContentUri,1
androidx.core.view.inputmethod.InputContentInfoCompat->getLinkUri,URI,URI,API,Feasible,androidx.core.view.inputmethod.InputConnectionCompat,commitContent,1,androidx.core.view.inputmethod.InputConnectionCompat->commitContent -> androidx.core.view.inputmethod.InputContentInfoCompat->getLinkUri,1
androidx.documentfile.provider.DocumentFile->fromSingleUri,URI,URI,API,Feasible,androidx.documentfile.provider.DocumentFile,fromSingleUri,0,androidx.documentfile.provider.DocumentFile->fromSingleUri,0
androidx.documentfile.provider.DocumentFile->fromTreeUri,URI,URI,API,Feasible,androidx.documentfile.provider.DocumentFile,fromTreeUri,0,androidx.documentfile.provider.DocumentFile->fromTreeUri,0
androidx.documentfile.provider.DocumentFile->isDocumentUri,URI,URI,API,Feasible,androidx.documentfile.provider.DocumentFile,isDocumentUri,0,androidx.documentfile.provider.DocumentFile->isDocumentUri,0
androidx.documentfile.provider.DocumentFile->getUri,URI,URI,API,Feasible,androidx.documentfile.provider.DocumentFile,getUri,0,androidx.documentfile.provider.DocumentFile->getUri,0
androidx.documentfile.provider.RawDocumentFile->getUri,URI,URI,API,Feasible,androidx.documentfile.provider.RawDocumentFile,getUri,0,androidx.documentfile.provider.RawDocumentFile->getUri,0
androidx.documentfile.provider.SingleDocumentFile->getUri,URI,URI,API,Feasible,androidx.documentfile.provider.SingleDocumentFile,getUri,0,androidx.documentfile.provider.SingleDocumentFile->getUri,0
androidx.documentfile.provider.TreeDocumentFile->getUri,URI,URI,API,Feasible,androidx.documentfile.provider.TreeDocumentFile,getUri,0,androidx.documentfile.provider.TreeDocumentFile->getUri,0
androidx.loader.content.CursorLoader->getUri,URI,URI,API,Feasible,androidx.loader.content.CursorLoader,getUri,0,androidx.loader.content.CursorLoader->getUri,0
androidx.loader.content.CursorLoader->setUri,URI,URI,API,Feasible,androidx.loader.content.CursorLoader,setUri,0,androidx.loader.content.CursorLoader->setUri,0
androidx.print.PrintHelper$PrintUriAdapter$1$1-><init>,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter$1,onPreExecute,1,androidx.print.PrintHelper$PrintUriAdapter$1->onPreExecute -> androidx.print.PrintHelper$PrintUriAdapter$1$1-><init>,1
androidx.print.PrintHelper$PrintUriAdapter$1$1->onCancel,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter$1$1,onCancel,0,androidx.print.PrintHelper$PrintUriAdapter$1$1->onCancel,0
androidx.print.PrintHelper$PrintUriAdapter$1-><init>,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter,onLayout,1,androidx.print.PrintHelper$PrintUriAdapter->onLayout -> androidx.print.PrintHelper$PrintUriAdapter$1-><init>,1
androidx.print.PrintHelper$PrintUriAdapter$1->onPreExecute,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter$1,onPreExecute,0,androidx.print.PrintHelper$PrintUriAdapter$1->onPreExecute,0
androidx.print.PrintHelper$PrintUriAdapter->cancelLoad,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter$1$1,onCancel,1,androidx.print.PrintHelper$PrintUriAdapter$1$1->onCancel -> androidx.print.PrintHelper$PrintUriAdapter->cancelLoad,1
androidx.print.PrintHelper$PrintUriAdapter->onFinish,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter,onFinish,0,androidx.print.PrintHelper$PrintUriAdapter->onFinish,0
androidx.print.PrintHelper$PrintUriAdapter->onLayout,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter,onLayout,0,androidx.print.PrintHelper$PrintUriAdapter->onLayout,0
androidx.print.PrintHelper$PrintUriAdapter->onWrite,URI,URI,API,Feasible,androidx.print.PrintHelper$PrintUriAdapter,onWrite,0,androidx.print.PrintHelper$PrintUriAdapter->onWrite,0
com.google.android.gms.common.api.Scope->getScopeUri,URI,URI,API,Feasible,com.google.android.gms.common.api.Scope,writeToParcel,1,com.google.android.gms.common.api.Scope->writeToParcel -> com.google.android.gms.common.api.Scope->getScopeUri,1
com.google.android.gms.common.data.DataBufferRef->parseUri,URI,URI,API,Feasible,com.google.android.gms.common.data.DataBufferRef,parseUri,0,com.google.android.gms.common.data.DataBufferRef->parseUri,0
androidx.appcompat.widget.SuggestionsAdapter->getDrawableFromResourceUri,URI,URI,API,Feasible,androidx.appcompat.widget.SuggestionsAdapter,bindView,4,androidx.appcompat.widget.SuggestionsAdapter->bindView -> androidx.appcompat.widget.SuggestionsAdapter->getIcon1 -> androidx.appcompat.widget.SuggestionsAdapter->getDrawableFromResourceValue -> androidx.appcompat.widget.SuggestionsAdapter->getDrawable -> androidx.appcompat.widget.SuggestionsAdapter->getDrawableFromResourceUri,4
androidx.compose.foundation.content.PlatformTransferableContent->getLinkUri,URI,URI,API,Feasible,androidx.compose.foundation.content.PlatformTransferableContent,getLinkUri,0,androidx.compose.foundation.content.PlatformTransferableContent->getLinkUri,0
androidx.compose.foundation.content.internal.DragAndDropRequestPermission_androidKt->containsContentUri,URI,URI,API,Feasible,androidx.compose.foundation.content.ReceiveContentNode$$ExternalSyntheticLambda0,invoke,4,androidx.compose.foundation.content.ReceiveContentNode$$ExternalSyntheticLambda0->invoke -> androidx.compose.foundation.content.ReceiveContentNode->$r8$lambda$GFTTeTs8m2fsGx1aE8wiyznvyO8 -> androidx.compose.foundation.content.ReceiveContentNode->_init_$lambda$0 -> androidx.compose.foundation.content.internal.DragAndDropRequestPermission_androidKt->dragAndDropRequestPermission -> androidx.compose.foundation.content.internal.DragAndDropRequestPermission_androidKt->containsContentUri,4
