api_or_uri,category,label,kind,reachable,reached_from_entrypoint_class,reached_from_entrypoint_method,path_length,path,dfs_depth
androidx.compose.ui.platform.RenderNodeApi29->getCameraDistance,Camera,Camera,API,Feasible,androidx.compose.ui.platform.RenderNodeApi29,getCameraDistance,0,androidx.compose.ui.platform.RenderNodeApi29->getCameraDistance,0
androidx.compose.ui.platform.RenderNodeApi29->setCameraDistance,Camera,Camera,API,Feasible,androidx.compose.ui.platform.RenderNodeApi29,setCameraDistance,0,androidx.compose.ui.platform.RenderNodeApi29->setCameraDistance,0
androidx.compose.ui.platform.ViewLayer->getCameraDistancePx,Camera,Camera,API,Feasible,androidx.compose.ui.platform.ViewLayer,getCameraDistancePx,0,androidx.compose.ui.platform.ViewLayer->getCameraDistancePx,0
androidx.compose.ui.platform.ViewLayer->setCameraDistancePx,Camera,Camera,API,Feasible,androidx.compose.ui.platform.ViewLayer,updateLayerProperties,1,androidx.compose.ui.platform.ViewLayer->updateLayerProperties -> androidx.compose.ui.platform.ViewLayer->setCameraDistancePx,1
androidx.compose.ui.text.input.KeyboardType$Companion->getUri-PjHm6EE$annotations,URI,URI,API,Feasible,androidx.compose.ui.text.input.KeyboardType$Companion,getUri-PjHm6EE$annotations,0,androidx.compose.ui.text.input.KeyboardType$Companion->getUri-PjHm6EE$annotations,0
androidx.compose.ui.text.input.KeyboardType$Companion->getUri-PjHm6EE,URI,URI,API,Feasible,androidx.compose.ui.text.input.TextInputServiceAndroid_androidKt,update,1,androidx.compose.ui.text.input.TextInputServiceAndroid_androidKt->update -> androidx.compose.ui.text.input.KeyboardType$Companion->getUri-PjHm6EE,1
androidx.compose.ui.text.input.KeyboardType->access$getUri$cp,URI,URI,API,Feasible,androidx.compose.ui.text.input.TextInputServiceAndroid_androidKt,update,2,androidx.compose.ui.text.input.TextInputServiceAndroid_androidKt->update -> androidx.compose.ui.text.input.KeyboardType$Companion->getUri-PjHm6EE -> androidx.compose.ui.text.input.KeyboardType->access$getUri$cp,2
androidx.core.app.NotificationCompat$MessagingStyle$Message->getDataUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$MessagingStyle,apply,2,androidx.core.app.NotificationCompat$MessagingStyle->apply -> androidx.core.app.NotificationCompat$MessagingStyle$Message->toAndroidMessage -> androidx.core.app.NotificationCompat$MessagingStyle$Message->getDataUri,2
androidx.core.app.Person$Builder->setUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat,getPeople,1,androidx.core.app.NotificationCompat->getPeople -> androidx.core.app.Person$Builder->setUri,1
androidx.core.app.Person->getUri,URI,URI,API,Feasible,androidx.core.app.Person,equals,1,androidx.core.app.Person->equals -> androidx.core.app.Person->getUri,1
androidx.core.app.Person->resolveToLegacyUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$Builder,createContentView,3,androidx.core.app.NotificationCompat$Builder->createContentView -> androidx.core.app.NotificationCompatBuilder-><init> -> androidx.core.app.NotificationCompatBuilder->getPeople -> androidx.core.app.Person->resolveToLegacyUri,3
androidx.core.content.ContentResolverCompat-><init>,ContentResolver,ContentResolver,API,Feasible,androidx.core.content.ContentResolverCompat,<init>,0,androidx.core.content.ContentResolverCompat-><init>,0
androidx.core.content.ContentResolverCompat->query,ContentResolver,ContentResolver,API,Feasible,androidx.core.content.ContentResolverCompat,query,0,androidx.core.content.ContentResolverCompat->query,0
androidx.core.content.FileProvider$PathStrategy->getFileForUri,URI,URI,API,Feasible,androidx.core.content.FileProvider,openFile,1,androidx.core.content.FileProvider->openFile -> androidx.core.content.FileProvider$PathStrategy->getFileForUri,1
androidx.core.content.FileProvider$SimplePathStrategy->getFileForUri,URI,URI,API,Feasible,androidx.core.content.FileProvider$SimplePathStrategy,getFileForUri,0,androidx.core.content.FileProvider$SimplePathStrategy->getFileForUri,0
androidx.core.content.FileProvider$SimplePathStrategy->getUriForFile,URI,URI,API,Feasible,androidx.core.content.FileProvider$SimplePathStrategy,getUriForFile,0,androidx.core.content.FileProvider$SimplePathStrategy->getUriForFile,0
androidx.core.content.IntentSanitizer$Builder->lambda$allowClipDataUriWithAuthority$11,URI,URI,API,Feasible,androidx.core.content.IntentSanitizer$Builder$$ExternalSyntheticLambda7,test,1,androidx.core.content.IntentSanitizer$Builder$$ExternalSyntheticLambda7->test -> androidx.core.content.IntentSanitizer$Builder->lambda$allowClipDataUriWithAuthority$11,1
androidx.core.content.IntentSanitizer$Builder->lambda$allowExtraStreamUriWithAuthority$15,URI,URI,API,Feasible,androidx.core.content.IntentSanitizer$Builder$$ExternalSyntheticLambda9,test,1,androidx.core.content.IntentSanitizer$Builder$$ExternalSyntheticLambda9->test -> androidx.core.content.IntentSanitizer$Builder->lambda$allowExtraStreamUriWithAuthority$15,1
androidx.core.content.IntentSanitizer$Builder->allowClipDataUri,URI,URI,API,Feasible,androidx.core.content.IntentSanitizer$Builder,allowClipDataUriWithAuthority,1,androidx.core.content.IntentSanitizer$Builder->allowClipDataUriWithAuthority -> androidx.core.content.IntentSanitizer$Builder->allowClipDataUri,1
androidx.core.content.IntentSanitizer$Builder->allowClipDataUriWithAuthority,URI,URI,API,Feasible,androidx.core.content.IntentSanitizer$Builder,allowClipDataUriWithAuthority,0,androidx.core.content.IntentSanitizer$Builder->allowClipDataUriWithAuthority,0
androidx.core.content.IntentSanitizer$Builder->allowExtraStreamUriWithAuthority,URI,URI,API,Feasible,androidx.core.content.IntentSanitizer$Builder,allowExtraStreamUriWithAuthority,0,androidx.core.content.IntentSanitizer$Builder->allowExtraStreamUriWithAuthority,0
androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0-><init>,URI,URI,API,Feasible,androidx.core.content.UriMatcherCompat,asPredicate,1,androidx.core.content.UriMatcherCompat->asPredicate -> androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0-><init>,1
androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0->test,URI,URI,API,Feasible,androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0,test,0,androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0->test,0
androidx.core.content.UriMatcherCompat-><init>,URI,URI,API,Feasible,androidx.core.content.UriMatcherCompat,<init>,0,androidx.core.content.UriMatcherCompat-><init>,0
androidx.core.content.UriMatcherCompat->asPredicate,URI,URI,API,Feasible,androidx.core.content.UriMatcherCompat,asPredicate,0,androidx.core.content.UriMatcherCompat->asPredicate,0
androidx.core.content.UriMatcherCompat->lambda$asPredicate$0,URI,URI,API,Feasible,androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0,test,1,androidx.core.content.UriMatcherCompat$$ExternalSyntheticLambda0->test -> androidx.core.content.UriMatcherCompat->lambda$asPredicate$0,1
androidx.core.content.pm.ShortcutInfoCompat$Builder->setSliceUri,URI,URI,API,Feasible,androidx.core.content.pm.ShortcutInfoCompat$Builder,setSliceUri,0,androidx.core.content.pm.ShortcutInfoCompat$Builder->setSliceUri,0
androidx.core.content.pm.ShortcutManagerCompat->convertUriIconToBitmapIcon,URI,URI,API,Feasible,androidx.core.content.pm.ShortcutManagerCompat,pushDynamicShortcut,1,androidx.core.content.pm.ShortcutManagerCompat->pushDynamicShortcut -> androidx.core.content.pm.ShortcutManagerCompat->convertUriIconToBitmapIcon,1
androidx.core.content.pm.ShortcutManagerCompat->convertUriIconsToBitmapIcons,URI,URI,API,Feasible,androidx.core.content.pm.ShortcutManagerCompat,addDynamicShortcuts,1,androidx.core.content.pm.ShortcutManagerCompat->addDynamicShortcuts -> androidx.core.content.pm.ShortcutManagerCompat->convertUriIconsToBitmapIcons,1
androidx.core.graphics.drawable.IconCompat$Api23Impl->getUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$CallStyle,setVerificationIcon,3,androidx.core.app.NotificationCompat$CallStyle->setVerificationIcon -> androidx.core.graphics.drawable.IconCompat->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->getUri,3
androidx.core.graphics.drawable.IconCompat$Api28Impl->getUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$CallStyle,setVerificationIcon,4,androidx.core.app.NotificationCompat$CallStyle->setVerificationIcon -> androidx.core.graphics.drawable.IconCompat->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->getUri -> androidx.core.graphics.drawable.IconCompat$Api28Impl->getUri,4
androidx.core.graphics.drawable.IconCompat$Api30Impl->createWithAdaptiveBitmapContentUri,URI,URI,API,Feasible,androidx.core.app.RemoteActionCompat,toRemoteAction,3,androidx.core.app.RemoteActionCompat->toRemoteAction -> androidx.core.graphics.drawable.IconCompat->toIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->toIcon -> androidx.core.graphics.drawable.IconCompat$Api30Impl->createWithAdaptiveBitmapContentUri,3
androidx.core.graphics.drawable.IconCompat->createWithAdaptiveBitmapContentUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$CallStyle,setVerificationIcon,3,androidx.core.app.NotificationCompat$CallStyle->setVerificationIcon -> androidx.core.graphics.drawable.IconCompat->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->createFromIcon -> androidx.core.graphics.drawable.IconCompat->createWithAdaptiveBitmapContentUri,3
androidx.core.graphics.drawable.IconCompat->createWithContentUri,URI,URI,API,Feasible,androidx.core.app.NotificationCompat$CallStyle,setVerificationIcon,3,androidx.core.app.NotificationCompat$CallStyle->setVerificationIcon -> androidx.core.graphics.drawable.IconCompat->createFromIcon -> androidx.core.graphics.drawable.IconCompat$Api23Impl->createFromIcon -> androidx.core.graphics.drawable.IconCompat->createWithContentUri,3
androidx.core.graphics.drawable.IconCompat->getUri,URI,URI,API,Feasible,androidx.core.graphics.drawable.IconCompat,loadDrawableInner,2,androidx.core.graphics.drawable.IconCompat->loadDrawableInner -> androidx.core.graphics.drawable.IconCompat->getUriInputStream -> androidx.core.graphics.drawable.IconCompat->getUri,2
androidx.core.graphics.drawable.IconCompat->getUriInputStream,URI,URI,API,Feasible,androidx.core.graphics.drawable.IconCompat,loadDrawableInner,1,androidx.core.graphics.drawable.IconCompat->loadDrawableInner -> androidx.core.graphics.drawable.IconCompat->getUriInputStream,1
androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda1->onCancel,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda1,onCancel,0,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda1->onCancel,0
androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2,<init>,0,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2-><init>,0
androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2->call,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2,call,0,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2->call,0
androidx.core.location.LocationManagerCompat$Api19Impl-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api19Impl,<init>,0,androidx.core.location.LocationManagerCompat$Api19Impl-><init>,0
androidx.core.location.LocationManagerCompat$Api19Impl->tryRequestLocationUpdates,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat$Api19Impl->tryRequestLocationUpdates,1
androidx.core.location.LocationManagerCompat$Api24Impl-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api24Impl,<init>,0,androidx.core.location.LocationManagerCompat$Api24Impl-><init>,0
androidx.core.location.LocationManagerCompat$Api24Impl->registerGnssMeasurementsCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,1,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat$Api24Impl->registerGnssMeasurementsCallback,1
androidx.core.location.LocationManagerCompat$Api24Impl->unregisterGnssMeasurementsCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,2,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat->unregisterGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat$Api24Impl->unregisterGnssMeasurementsCallback,2
androidx.core.location.LocationManagerCompat$Api24Impl->unregisterGnssStatusCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,unregisterGnssStatusCallback,1,androidx.core.location.LocationManagerCompat->unregisterGnssStatusCallback -> androidx.core.location.LocationManagerCompat$Api24Impl->unregisterGnssStatusCallback,1
androidx.core.location.LocationManagerCompat$Api28Impl-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api28Impl,<init>,0,androidx.core.location.LocationManagerCompat$Api28Impl-><init>,0
androidx.core.location.LocationManagerCompat$Api28Impl->getGnssHardwareModelName,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,getGnssHardwareModelName,1,androidx.core.location.LocationManagerCompat->getGnssHardwareModelName -> androidx.core.location.LocationManagerCompat$Api28Impl->getGnssHardwareModelName,1
androidx.core.location.LocationManagerCompat$Api28Impl->getGnssYearOfHardware,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,getGnssYearOfHardware,1,androidx.core.location.LocationManagerCompat->getGnssYearOfHardware -> androidx.core.location.LocationManagerCompat$Api28Impl->getGnssYearOfHardware,1
androidx.core.location.LocationManagerCompat$Api28Impl->isLocationEnabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,isLocationEnabled,1,androidx.core.location.LocationManagerCompat->isLocationEnabled -> androidx.core.location.LocationManagerCompat$Api28Impl->isLocationEnabled,1
androidx.core.location.LocationManagerCompat$Api30Impl$$ExternalSyntheticLambda0->accept,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api30Impl$$ExternalSyntheticLambda0,accept,0,androidx.core.location.LocationManagerCompat$Api30Impl$$ExternalSyntheticLambda0->accept,0
androidx.core.location.LocationManagerCompat$Api30Impl-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api30Impl,<init>,0,androidx.core.location.LocationManagerCompat$Api30Impl-><init>,0
androidx.core.location.LocationManagerCompat$Api30Impl->tryRequestLocationUpdates,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat$Api30Impl->tryRequestLocationUpdates,1
androidx.core.location.LocationManagerCompat$Api31Impl-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$Api31Impl,<init>,0,androidx.core.location.LocationManagerCompat$Api31Impl-><init>,0
androidx.core.location.LocationManagerCompat$Api31Impl->hasProvider,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,hasProvider,1,androidx.core.location.LocationManagerCompat->hasProvider -> androidx.core.location.LocationManagerCompat$Api31Impl->hasProvider,1
androidx.core.location.LocationManagerCompat$Api31Impl->registerGnssMeasurementsCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,1,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat$Api31Impl->registerGnssMeasurementsCallback,1
androidx.core.location.LocationManagerCompat$Api31Impl->requestLocationUpdates,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat$Api31Impl->requestLocationUpdates,1
androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onProviderDisabled,2,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderDisabled -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->onLocationChanged -> androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1-><init>,2
androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1,run,0,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1->run,0
androidx.core.location.LocationManagerCompat$CancellableLocationListener->cleanup,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onProviderDisabled,2,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderDisabled -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->onLocationChanged -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->cleanup,2
androidx.core.location.LocationManagerCompat$CancellableLocationListener->lambda$onLocationChanged$1,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1,run,1,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda1->run -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->lambda$onLocationChanged$1,1
androidx.core.location.LocationManagerCompat$CancellableLocationListener->cancel,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda1,onCancel,1,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda1->onCancel -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->cancel,1
androidx.core.location.LocationManagerCompat$CancellableLocationListener->lambda$startTimeout$0$androidx-core-location-LocationManagerCompat$CancellableLocationListener,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$CancellableLocationListener$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->lambda$startTimeout$0$androidx-core-location-LocationManagerCompat$CancellableLocationListener,1
androidx.core.location.LocationManagerCompat$CancellableLocationListener->onLocationChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onProviderDisabled,1,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderDisabled -> androidx.core.location.LocationManagerCompat$CancellableLocationListener->onLocationChanged,1
androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderDisabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onProviderDisabled,0,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderDisabled,0
androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderEnabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onProviderEnabled,0,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onProviderEnabled,0
androidx.core.location.LocationManagerCompat$CancellableLocationListener->onStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$CancellableLocationListener,onStatusChanged,0,androidx.core.location.LocationManagerCompat$CancellableLocationListener->onStatusChanged,0
androidx.core.location.LocationManagerCompat$GnssListenersHolder-><clinit>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssListenersHolder,<clinit>,0,androidx.core.location.LocationManagerCompat$GnssListenersHolder-><clinit>,0
androidx.core.location.LocationManagerCompat$GnssListenersHolder-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssListenersHolder,<init>,0,androidx.core.location.LocationManagerCompat$GnssListenersHolder-><init>,0
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport,onGnssMeasurementsReceived,1,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onGnssMeasurementsReceived -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0-><init>,1
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport,onStatusChanged,1,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onStatusChanged -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1-><init>,1
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1,run,0,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1->run,0
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,1,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport-><init>,1
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->lambda$onGnssMeasurementsReceived$0$androidx-core-location-LocationManagerCompat$GnssMeasurementsTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->lambda$onGnssMeasurementsReceived$0$androidx-core-location-LocationManagerCompat$GnssMeasurementsTransport,1
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->lambda$onStatusChanged$1$androidx-core-location-LocationManagerCompat$GnssMeasurementsTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1,run,1,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport$$ExternalSyntheticLambda1->run -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->lambda$onStatusChanged$1$androidx-core-location-LocationManagerCompat$GnssMeasurementsTransport,1
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onGnssMeasurementsReceived,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport,onGnssMeasurementsReceived,0,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onGnssMeasurementsReceived,0
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport,onStatusChanged,0,androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->onStatusChanged,0
androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->unregister,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,2,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat->unregisterGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat$GnssMeasurementsTransport->unregister,2
androidx.core.location.LocationManagerCompat$GnssStatusTransport->onFirstFix,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssStatusTransport,onFirstFix,0,androidx.core.location.LocationManagerCompat$GnssStatusTransport->onFirstFix,0
androidx.core.location.LocationManagerCompat$GnssStatusTransport->onSatelliteStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssStatusTransport,onSatelliteStatusChanged,0,androidx.core.location.LocationManagerCompat$GnssStatusTransport->onSatelliteStatusChanged,0
androidx.core.location.LocationManagerCompat$GnssStatusTransport->onStarted,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssStatusTransport,onStarted,0,androidx.core.location.LocationManagerCompat$GnssStatusTransport->onStarted,0
androidx.core.location.LocationManagerCompat$GnssStatusTransport->onStopped,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GnssStatusTransport,onStopped,0,androidx.core.location.LocationManagerCompat$GnssStatusTransport->onStopped,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,onGpsStatusChanged,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged -> androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0-><init>,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,onGpsStatusChanged,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged -> androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1-><init>,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1,run,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1->run,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,onGpsStatusChanged,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged -> androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2-><init>,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2,run,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2->run,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,onGpsStatusChanged,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged -> androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3-><init>,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3,run,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3->run,0
